project,repo,function,file,outcome,reasoning,lines,Julien's classification,Julien's human expert reasoning justification,exist_in_dataset,test_to_exclude,to_extend,,,new_predictions_not_in_dataset,label,exposed
libgit2,https://github.com/libgit2/libgit2.git,threaded_find_deltas,src/libgit2/pack-objects.c,NT,"Worker thread for parallel delta compression. Loops while(!me->data_ready) calling git_cond_wait(&me->cond, &me->mutex) — a bare pthread_cond_wait with no timeout. Blocks indefinitely until the coordinator sets data_ready=1 and calls git_cond_signal. If the coordinator exits abnormally without signaling (e.g., progress-lock acquisition fails at the GIT_ASSERT_WITH_RETVAL path and the coordinator returns early), the worker is permanently parked with no timedwait fallback.",1167-1168,NT,Intended non-termination concurrency,FALSE,FALSE,TRUE,,,,INTENDED,
libgit2,https://github.com/libgit2/libgit2.git,ll_find_deltas,src/libgit2/pack-objects.c,NT,"Delta-search coordinator. Contains an inner for(;;) loop at line 1265 that calls git_cond_wait(&pb->progress_cond, &pb->progress_mutex) with no timeout, waiting for any worker thread to clear its working flag and signal progress_cond. If a worker thread exits via the GIT_ASSERT_WITH_RETVAL failure path (lines 1150/1157) — which returns NULL without calling git_cond_signal — the coordinator waits forever with no deadline.",1265-1273,NT,Intended non-termination concurrency,FALSE,FALSE,TRUE,,,,INTENDED,
libgit2,https://github.com/libgit2/libgit2.git,wait_while_ack,src/libgit2/transports/smart_protocol.c,NT,"Git protocol ACK negotiation loop: while(1) consuming ACK packets from the remote via recv_pkt. Exits only on GIT_PKT_NAK or an ACK with status other than CONTINUE/COMMON/READY, or a read error. No packet-count limit, no wall-clock timeout, and no cancellation check inside the loop. A server that continuously sends ACK_CONTINUE/COMMON/READY packets causes indefinite blocking on network I/O.",347-365,UNT,Non-termination in IO code waiting for packet GIT_PKT_ACK that may never arrive,FALSE,FALSE,TRUE,,,,LATENT,EXPOSED
libgit2,https://github.com/libgit2/libgit2.git,store_common,src/libgit2/transports/smart_protocol.c,NT,Git protocol common-object accumulation loop: do{recv_pkt}while(1) that exits only when a non-ACK packet type is received. ACK packets are inserted into t->common with no counter or timeout bounding the number consumed. A server sending an unbounded stream of ACK packets never produces a non-ACK terminator and the loop does not return.,316-336,UNT,Non-termination in IO code waiting for ACK packets,FALSE,FALSE,TRUE,,,,LATENT,EXPOSED
libgit2,https://github.com/libgit2/libgit2.git,git_smart__download_pack,src/libgit2/transports/smart_protocol.c,NT,"Sideband pack-data download loop: do{recv_pkt}while(1) reading sideband-multiplexed pack data from the remote. The sole normal exit is receiving GIT_PKT_FLUSH. While t->cancelled.val is checked before and after the network call, there is no timeout on individual recv_pkt calls and no maximum-packet-count guard. If the remote never sends a flush packet (server crash mid-stream or adversarial server), the loop blocks indefinitely on network I/O.",721-765,UNT,Non-termination in IO code waiting for FLUSH packets,FALSE,FALSE,TRUE,,,,LATENT,EXPOSED
libgit2,https://github.com/libgit2/libgit2.git,resolve_deltas,src/libgit2/indexer.c,NT,"Thin-pack delta resolution loop: while(idx->deltas.length > 0) iterates until all deferred OFS/REF deltas are resolved. When no delta makes progress (progressed==0) and non_null==1, fix_thin_pack is called. fix_thin_pack returns 0 without injecting anything if has_entry() is already true (base OID already present in idx_cache). In that case the deltas vector is unchanged, all deltas continue failing with GIT_PASSTHROUGH, and fix_thin_pack is called again — the cycle repeats forever. No iteration counter or visited-set breaks the cycle.",1136-1181,UNT,Good non-termination bug! Worth fixing,FALSE,FALSE,TRUE,,,,LATENT,EXPOSED
exim,https://github.com/Exim/exim.git,daemon_go,src/src/daemon.c,NT,"The master daemon's explicitly-commented 'never-ending loop': an unconditional for(;;) that calls poll(fd_polls, poll_fd_count, -1) with timeout=-1 (infinite block) waiting for connections, signals, and queue-run alarms. The only exits are daemon_die() triggered by external SIGTERM/SIGINT (sets sigterm_seen) or execv() triggered by external SIGHUP. No local break, counter, or data-driven return exists under normal operation.",2596-2861,NT,Intended non-terminating thread with for (;;) poll,TRUE,FALSE,FALSE,,,,INTENDED,
exim,https://github.com/Exim/exim.git,handle_smtp_call,src/src/daemon.c,NT,"Inside the forked child process (pid==0 block), a for(;;) loop accepts successive SMTP messages on a single TCP connection. The loop exits only when smtp_setup_msg() returns <=0 (remote QUIT or connection drop) or receive_msg() returns FALSE (forcible drop). Without a remote QUIT or network disconnect the loop does not terminate; there is no maximum-messages-per-connection guard and no idle timeout on the loop itself.",535-736,NT,Intended non-terminating thread SMTP traffic,FALSE,FALSE,TRUE,,,,INTENDED,EXPOSED
exim,https://github.com/Exim/exim.git,smtp_setup_msg,src/src/smtp_in.c,NT,"Main SMTP session command loop: while(done<=0) processes commands indefinitely. Each SIGALRM that fires on a per-command timeout calls smtp_command_timeout_exit() which exits the process rather than setting done. An adversarial client that sends a steady stream of valid commands (e.g., NOOPs) continuously resets the SIGALRM and keeps the loop running forever because done is set only by protocol completion (QUIT or EOF from the remote peer). No maximum-session-duration guard exists.",3883-5700,UNT,Non-termination in IO code - missing fuel pattern as one may send CMD_NOOP in a loop and never get to done = 1,FALSE,FALSE,TRUE,,,,LATENT,EXPOSED
exim,https://github.com/Exim/exim.git,smtp_setup_batch_msg,src/src/smtp_in.c,NT,Batched-SMTP variant of smtp_setup_msg: while(done<=0) reads commands via receive_getc in a loop until done>0. No wall-clock session limit; per-read ALARM fires only if smtp_receive_timeout>0. done is set only by protocol completion (QUIT or EOF). Identical NT pattern to smtp_setup_msg.,1882-2100,UNT,Non-termination in IO code - missing fuel pattern as one may send CMD_NOOP in a loop and never get to done = 1,FALSE,FALSE,TRUE,,,,LATENT,EXPOSED
exim,https://github.com/Exim/exim.git,smtp_closedown,src/src/smtp_in.c,NT,Post-error SMTP drain loop: for(;;) switch(smtp_read_command(...)) replies 421 to all commands except QUIT and EOF. QUIT_CMD and EOF_CMD cause return; every other command (including RSET) causes a 421 reply and the loop continues. Termination is entirely dependent on the remote peer closing the connection or sending QUIT — no local timeout or attempt counter exists.,1411-1429,UNT,Non-termination in IO code - swallow all the data coming to the socket without clear stopping criteria,FALSE,FALSE,TRUE,,,,LATENT,EXPOSED
exim,https://github.com/Exim/exim.git,bdat_getc,src/src/smtp_in.c,NT,"BDAT chunking function: outer for(;;) loop processes BDAT chunks indefinitely; exits only on EOD, EOF, or error. An inner repeat_until_rset loop at line 821 also runs while(done<=0) accepting only RSET/QUIT/EOF with no counter or timeout. An adversarial sender that continuously sends BDAT commands with more data can keep both loops running indefinitely with no session-level bound.",759-913,UNT,Non-termination in IO code - swallow data without fuel pattern,FALSE,FALSE,TRUE,,,,LATENT,EXPOSED
exim,https://github.com/Exim/exim.git,smtp_read_command,src/src/smtp_in.c,NT,"Character-by-character SMTP command reader: while(c=receive_getc() != '\\n') loops until newline, EOF, or buffer overflow. The underlying smtp_refill() arms SIGALRM only when smtp_receive_timeout>0 (line 498: 'if (smtp_receive_timeout > 0) ALARM(...)'). When smtp_receive_timeout=0 no alarm is set and the read blocks indefinitely on a stuck or adversarial connection. NT under smtp_receive_timeout=0 configuration.",1252-1307,TBD,NEED MORE REVIEW - complex case,,,FALSE,,,,LATENT,EXPOSED
exim,https://github.com/Exim/exim.git,par_wait,src/src/deliver.c,NT,"Parallel-delivery wait function. The inner for(;;) at line 4144 retries blocking waitpid(pid, &status, 0) only on EINTR with no timeout. If the delivery child process is stuck (e.g., remote SMTP peer stalls), waitpid blocks the delivery manager indefinitely. The outer while((pid=waitpid(-1,&status,WNOHANG))<=0) loop has a finite 60-second poll timeout, but the inner specific-pid blocking waitpid has no deadline.",4045-4157,NT,"Intended non-termination in concurrency short loop in waitpid(-1, WNOHANG) in a loop",FALSE,FALSE,TRUE,,,,INTENDED,
exim,https://github.com/Exim/exim.git,deliver_transport_thread,src/src/deliver.c,NT,"Thread-mode transport wait: while((rc=wait(&status))!=pid) calls blocking wait() in a loop consuming child exit statuses until the specific pid is found or errno==ECHILD. No timeout or attempt counter. If the target transport process is stuck and no ECHILD ever fires, this loop blocks the delivery manager indefinitely.",2591-2598,FP,FUNCTION NOT FOUND,,,FALSE,,,,INTENDED,
exim,https://github.com/Exim/exim.git,rda_interpret,src/src/rda.c,NT,"Router/filter subprocess wait: while((rc=wait(&status))!=pid) loops with blocking wait() until the specific subprocess pid is found or ECHILD occurs. No timeout. If the redirection subprocess (running a filter program or Exim router) hangs, this blocks the router process indefinitely with no escape other than the process eventually dying.",959-964,NT,Intended non-termination concurrency with a blocking wait in a loop where a different process can block you forever,FALSE,FALSE,TRUE,,,,INTENDED,
exim,https://github.com/Exim/exim.git,pipe_transport,src/src/transports/pipe.c,NT,"Pipe transport subprocess reaper: while(wait(&rc)>=0) collects ALL subprocess exit statuses in a blanket loop until wait() returns -1 (ECHILD). No bound on the number of processes or wall-clock time. If any subprocess spawned during pipe delivery (e.g., output handler) is stuck, this blocks the transport indefinitely with no timeout.",1114-1114,NT,Intended non-termination concurrency loop with a tight wait() call,FALSE,FALSE,TRUE,,,,INTENDED,
exim,https://github.com/Exim/exim.git,read_message_data,src/src/receive.c,NT,"Message body reader for local (non-SMTP) input: while((ch=receive_getc(GETC_BUFFER_UNLIMITED))>=0) reads the entire message body character by character. The data timeout SIGALRM is armed only when receive_timeout>0. With receive_timeout=0 (the default for local input), no alarm is set and the loop blocks indefinitely on a stuck stdin or pipe with no EOF arriving.",725-800,NT,Non-termination in IO with UNLIMITED input buf,FALSE,FALSE,TRUE,,,,MANIFEST,EXPOSED
exim,https://github.com/Exim/exim.git,read_message_data_smtp,src/src/receive.c,NT,"Message body reader for SMTP input: same while((ch=receive_getc(GETC_BUFFER_UNLIMITED))>=0) loop. The data timeout fires via os_non_restarting_signal(SIGALRM, data_timeout_handler) before the loop, but only when smtp_receive_timeout>0. With smtp_receive_timeout=0 no timeout is armed and a peer that sends data infinitely slowly keeps this loop running indefinitely.",849-940,NT,Non-termination in IO with UNLIMITED input buf,FALSE,FALSE,TRUE,,,,MANIFEST,EXPOSED
wireshark,https://github.com/wireshark/wireshark.git,write_mmdbr_stdin_worker,epan/maxmind_db.c,NT,"Thread worker function that runs an infinite while(1) loop blocking on g_async_queue_pop() waiting for DNS lookup requests to write to the mmdbresolve child process stdin. Only exits when the stop sentinel mmdbr_stop_sentinel is pushed onto the queue or when a write error occurs, both of which are externally controlled events.",166-203,NT,Expected NT worker thread entry point,FALSE,FALSE,TRUE,,,,INTENDED,
wireshark,https://github.com/wireshark/wireshark.git,read_mmdbr_stdout_worker,epan/maxmind_db.c,NT,"Thread worker function that runs an infinite for(;;) loop reading from mmdbresolve child process stdout via g_io_channel_read_chars(). Parses GeoIP lookup results and pushes them onto a response queue. Only terminates when the pipe yields no data (child process exits) or a fatal error occurs, both externally driven events.",207-367,NT,Expected NT worker thread entry point,FALSE,FALSE,TRUE,,,,INTENDED,
wireshark,https://github.com/wireshark/wireshark.git,cap_thread_read,dumpcap.c,NT,Windows pipe reader thread function that loops while(pcap_src->cap_pipe_err == PIPOK) blocking on g_async_queue_pop() waiting for read requests from the main thread. Designed to run indefinitely reading capture pipe data until the pipe fails or is closed externally.,1526-1611,NT,Expected NT - Top level thread loop reading from a file,FALSE,FALSE,TRUE,,,,INTENDED,
wireshark,https://github.com/wireshark/wireshark.git,pcap_read_handler,dumpcap.c,NT,Capture thread worker function spawned per interface that loops while(global_ld.go && pcap_src->cap_pipe_err == PIPOK) continuously dispatching incoming packets via capture_loop_dispatch(). Runs indefinitely until the global stop flag is set by an external signal or the pipe fails.,4134-4150,NT,Expected NT - can diverge if given on a pipe that never ends (legitimate use case),FALSE,FALSE,TRUE,,,,INTENDED,
wireshark,https://github.com/wireshark/wireshark.git,print_statistics_loop,dumpcap.c,NT,Server-style statistics reporting loop that runs while(global_ld.go) sleeping 1 second between iterations and printing interface capture statistics. The comment in the code notes the cleanup code after the loop is never reached under normal operation. Terminates only via external signal (SIGINT/SIGTERM) or parent signal pipe.,988-1097,NT,Expected NT usage called from main() where main process just print statistics ad infinitum when a certain flag is passed to dumpcap tool.,FALSE,FALSE,TRUE,,,,INTENDED,EXPOSED
wireshark,https://github.com/wireshark/wireshark.git,capture_loop_start,dumpcap.c,NT,Main packet capture loop that runs while(global_ld.go) continuously dispatching incoming packets from network interfaces or pipes. Designed to run indefinitely capturing packets until stopped externally via capture_loop_stop() which is triggered by signals or parent process control pipe messages.,4226-4738,NT,"Expected NT by design, only terminate if error or signal is sent from parent ",FALSE,FALSE,TRUE,,,,INTENDED,
wireshark,https://github.com/wireshark/wireshark.git,sharkd_loop,sharkd_daemon.c,NT,"Daemon accept loop that runs while(1) calling accept() to wait for incoming client connections on a Unix or TCP socket, then fork()s a child process to handle each connection. Pure server event loop with no internal exit condition; terminates only via external signal or process kill.",391-505,NT,Expected NT daemon entry point not expected to terminate,FALSE,FALSE,TRUE,,,,INTENDED,
wireshark,https://github.com/wireshark/wireshark.git,GLibPoller::run,ui/qt/glib_mainloop_on_qeventloop.cpp,NT,QThread run() override that loops while(!isInterruptionRequested()) calling g_poll() which blocks waiting for GLib mainloop events. Designed to run for the lifetime of the application as a background polling thread; only exits when requestInterruption() is called externally from the destructor.,27-58,NT,Expected NT while (cond) poll();,FALSE,FALSE,TRUE,,,,INTENDED,
wireshark,https://github.com/wireshark/wireshark.git,InterfaceToolbarReader::loop,ui/qt/interface_toolbar_reader.cpp,NT,Qt slot function run in a dedicated QThread that uses a Qt forever macro (while(1)) with select() to block waiting for data on a control pipe from an extcap interface toolbar. Runs indefinitely reading toolbar control messages until the pipe closes or thread interruption is requested.,107-181,NT,"Expected NT using a forever macro leading to while (1) select(). While the timeout of this select is set, timeouting leads to trying select() again infinitely.",FALSE,FALSE,TRUE,,,,INTENDED,
sqlite,https://github.com/sqlite/sqlite.git,waitOnTable,test/threadtest5.c,NT,"Loops indefinitely polling sqlite_schema until another thread creates the named table; the only exit is when eFound==1, which requires an external thread to CREATE TABLE. No local counter or deadline; calls sqlite3_sleep(1) between retries with no timeout or maximum iteration count.",122-134,TEST,Test only - EXCLUDE,FALSE,FALSE,TRUE,,,,INTENDED,
sqlite,https://github.com/sqlite/sqlite.git,pthreadMutexEnter,src/mutex_unix.c,NT,"Calls pthread_mutex_lock(&p->mutex) with no timeout on both the SQLITE_HOMEGROWN_RECURSIVE_MUTEX path (line 270) and the standard path (line 279). If the holding thread never releases the lock, this blocks indefinitely. No timedwait variant is used.",251-292,NT,Expected non termination concurrency pthread_mutex_lock no timeout,FALSE,FALSE,TRUE,,,,INTENDED,
sqlite,https://github.com/sqlite/sqlite.git,wait_for_unlock_notify,src/test_thread.c,NT,"Calls pthread_cond_wait(&un.cond, &un.mutex) with no timeout. The condition un.fired is set only by the unlock_notify_cb callback, which fires only when another database connection commits or closes its transaction. If the blocking connection never releases its lock, pthread_cond_wait waits forever. No pthread_cond_timedwait with timeout is used.",462-496,TEST,Test only - EXCLUDE,FALSE,TRUE,FALSE,,,,INTENDED,
sqlite,https://github.com/sqlite/sqlite.git,sqlite3_blocking_step,src/test_thread.c,NT,"Outer while-loop: while(SQLITE_LOCKED==(rc=sqlite3_step(pStmt))) calls wait_for_unlock_notify() which contains an unbounded pthread_cond_wait. The loop continues as long as SQLITE_LOCKED is returned; if the blocking connection permanently holds a lock, the loop never exits. No iteration bound or wall-clock timeout.",509-517,TEST,Test only - EXCLUDE,FALSE,TRUE,FALSE,,,,INTENDED,
sqlite,https://github.com/sqlite/sqlite.git,sqlite3_blocking_prepare_v2,src/test_thread.c,NT,Outer while-loop: while(SQLITE_LOCKED==(rc=sqlite3_prepare_v2(...))) calls wait_for_unlock_notify() on each SQLITE_LOCKED. Unbounded if the blocking connection never releases; same analysis as sqlite3_blocking_step.,530-543,TEST,Test only - EXCLUDE,FALSE,TRUE,FALSE,,,,INTENDED,
sqlite,https://github.com/sqlite/sqlite.git,walBusyLock,src/wal.c,NT,"do { rc = walLockExclusive(...); } while( xBusy && rc==SQLITE_BUSY && xBusy(pBusyArg) ) — no iteration counter or wall-clock timeout. Terminates only when the OS lock succeeds or xBusy() returns 0. If the caller supplies a busy handler that always returns non-zero and another process permanently holds the WAL write lock, this loops forever.",2101-2119,NT,Expected nontermination concurrency (lock),FALSE,FALSE,TRUE,,,,INTENDED,
sqlite,https://github.com/sqlite/sqlite.git,pager_wait_on_lock,src/pager.c,NT,"do { rc = pagerLockDb(pPager, locktype); } while( rc==SQLITE_BUSY && pPager->xBusyHandler(pPager->pBusyHandlerArg) ) — identical pattern to walBusyLock. No iteration bound or internal timeout; termination depends entirely on xBusyHandler returning 0. If the busy handler never returns 0 and the OS lock is permanently contested, the loop is infinite.",3944-3961,NT,Expected nontermination concurrency (lock),FALSE,FALSE,TRUE,,,,INTENDED,
sqlite,https://github.com/sqlite/sqlite.git,test_thread_main,src/test4.c,NT,"Spin-wait loops: while( p->opnum<=p->completed ) sched_yield(). The condition p->opnum is set only by the controlling thread (Tcl test harness). If the controller never increments p->opnum, the worker thread busy-spins indefinitely. No timeout, no sleep bound, no iteration counter. The inner loop (while(p->xOp)) also depends on p->xOp being set to NULL externally.",68-113,TEST,Test only - exclude,FALSE,TRUE,FALSE,,,,INTENDED,
sqlite,https://github.com/sqlite/sqlite.git,winceMutexAcquire,src/os_win.c,NT,"do { dwErr = osWaitForSingleObject(h, INFINITE); } while(dwErr != WAIT_OBJECT_0 && dwErr != WAIT_ABANDONED). WaitForSingleObject with INFINITE timeout blocks until the Win32 mutex handle is signaled. If the owning thread holds the mutex and never releases it, this loop never exits. Windows-CE-only code path.",2357-2362,NT,"Expected NT - do { wait(h, INFINITE); } while (cond) } ",FALSE,FALSE,TRUE,,,,INTENDED,
sqlite,https://github.com/sqlite/sqlite.git,sqlite3Win32Wait,src/os_win.c,NT,"while( (rc = osWaitForSingleObjectEx(hObject, INFINITE, TRUE))==WAIT_IO_COMPLETION ){}. Waits INFINITE with alertable flag; retries whenever an APC wakes the wait early. If APCs keep arriving continuously and the object is never signaled, this loops indefinitely. Used as a thread-synchronization primitive in the worker-thread pool (SQLITE_MAX_WORKER_THREADS > 0).",1508-1513,NT,Expected NT - while (wait()) { },FALSE,FALSE,TRUE,,,,INTENDED,
sqlite,https://github.com/sqlite/sqlite.git,robust_open,src/os_unix.c,NT,"while(1) loop retries open() on EINTR (line 731: if(errno==EINTR) continue). If the fd is below SQLITE_MINIMUM_FILE_DESCRIPTOR=3, it closes the low fd, opens /dev/null to advance the fd counter, and retries — leaking one fd per retry. The EINTR-only path has no retry bound; if the process is repeatedly interrupted by signals without limit, the loop has no bounded retry count.",721-759,UNT,NT in IO - Should use fuel pattern. while (1) { eintr = read(); if (eintr) continue; },FALSE,FALSE,TRUE,,,,MANIFEST,
